Ah,T,P,V,Time
-2.16668,25.23805,-1.1521200719,3.55187,4839.00499418378
-2.16704,25.23805,-12.160770586,3.53737,4840.00499881804
-2.168,25.23805,-17.7561691121,3.51647,4841.00399762392
-2.16946,25.23805,-22.3261328731,3.49793,4841.99699163437
-2.17133,25.23805,-20.21904192,3.48124,4843.00099946558
-2.17259,25.23805,-22.2167616318,3.49759,4843.99999827147
-2.1744,25.23805,-23.556681389,3.47518,4844.99899707735
-2.17646,25.13289,-25.6841808031,3.46523,4845.99799588323
-2.17837,25.13289,-30.0888550648,3.46388,4847.00500108302
-2.18084,25.13289,-30.1170391265,3.44585,4847.99699932337
-2.18311,25.13289,-28.178362393,3.4477,4848.99699389935
-2.1853,25.13289,-21.934854304,3.44905,4849.99699853361
-2.18706,25.23805,-21.9105305109,3.46051,4851.00599527359
-2.18889,25.23805,-16.5704365304,3.45832,4851.99599191546
-2.19022,25.23805,-16.2535677694,3.47366,4853.00700031221
-2.19144,25.23805,-14.665482216,3.47787,4853.99499535561
-2.1924,25.23805,-11.7442141892,3.48613,4854.99699153006
-2.19347,25.23805,-13.47936128,3.48124,4856.00300095975
-2.19445,25.23805,-7.5021372846,3.48849,4857.00299553573
-2.19498,25.23805,-0.9396115388,3.50366,4858.00300016999
-2.19505,25.23805,-4.5621083524,3.51613,4858.9999973774
-2.19541,25.23805,-4.3121911964,3.51007,4860.0069925189
-2.19564,25.23805,0.0179646138,3.51558,4861.00299395621
-2.19545,25.23805,3.0042662804,3.53227,4862.00099699199
-2.19503,25.23805,14.2095338576,3.54356,4862.99900002778
-2.19393,25.23805,23.2256760732,3.57306,4863.99899460375
-2.19212,25.23805,22.9765194372,3.59548,4864.99699763954
-2.19046,25.23805,21.5663872896,3.59616,4865.99599644542
-2.18854,25.23805,25.056049344,3.6093,4866.99600107968
-2.18684,25.23805,14.697980328,3.6034,4867.99499988556
-2.18594,25.23805,16.1979542634,3.58098,4869.00599822402
-2.1847,25.23805,16.39365777,3.5938,4870.0049970299
-2.18338,25.23805,12.5920422231,3.59599,4871.00399583578
-2.18241,25.23805,7.0499022823,3.58469,4872.01199680567
-2.18186,25.23805,0.7478118032,3.57053,4873.01799617708
-2.1818,25.23805,0,3.55637,4874.00600127876
-2.18188,25.23805,-1.0790417092,3.55018,4875.00500008464
-2.18193,25.23805,-0.5985684702,3.55086,4876.00399889052
-2.182,25.23805,-3.977993175,3.54782,4877.00599506497
-2.18233,25.23805,-10.495386026,3.53636,4878.01399603486
-2.18327,25.23805,-11.7229774935,3.51715,4879.00099530816
-2.18478,25.23805,-26.9720394424,3.49102,4879.99899834394
-2.18694,25.23805,-27.0930906558,3.46658,4880.99599555135
-2.18939,25.23805,-24.3460998135,3.45495,4882.01799765229
-2.19116,25.23805,-14.7056227502,3.47686,4883.00499692559
-2.1923,25.23805,-17.561905446,3.49035,4884.00499150157
-2.1937,25.23805,-18.009643036,3.4804,4885.00299453735
-2.19529,25.13289,-20.60459541,3.4713,4886.00199334323
-2.1971,25.13289,-22.729197427,3.4627,4887.00699694455
-2.19892,25.13289,-30.7133625393,3.45849,4888.00099678338
-2.20166,25.13289,-33.3557974924,3.42596,4888.99999558926
-2.20421,25.23805,-24.715371346,3.4327,4889.99799862504
-2.20616,25.23805,-23.8729756188,3.44652,4891.00199639797
-2.20739,25.23805,-14.5430754587,3.47197,4892.00699999928
-2.20836,25.23805,-11.963165842,3.47989,4893.00499297678
-2.20979,25.23805,-6.9182769524,3.46826,4894.00299601257
-2.21032,25.23805,-6.649448768,3.49456,4895.00300064683
-2.21085,25.23805,-6.28743624,3.49675,4896.00199945271
-2.21124,25.23805,-4.7588687818,3.50231,4896.99999243021
-2.21134,25.13289,-1.3280511927,3.51327,4898.00099283457
-2.21155,25.13289,-5.9432363928,3.50973,4898.99999164045
-2.21206,25.13289,-6.455945288,3.50096,4900.01199580729
-2.21258,25.13289,-6.44701784,3.50096,4901.00099667907
-2.21295,25.13289,0.0179224052,3.50732,4902.00999341905
-2.21267,25.13289,-0.0180441254,3.53114,4903.00299748778
-2.21303,25.13289,-4.7678095542,3.50889,4904.00100052357
-2.21351,25.13289,-6.193958435,3.5045,4905.00099509954
-2.21401,25.13289,-6.2026117132,3.50434,4906.00899606943
-2.2145,25.13289,-6.2023108166,3.50417,4906.99899271131
-2.21499,25.13289,-6.2023108166,3.50417,4907.99999311566
-2.21548,25.13289,-6.353845322,3.50383,4908.99999774992
-2.2161,25.13289,-13.5890600168,3.49574,4909.99800078571
-2.21719,25.13289,-14.0477187422,3.48107,4910.99900119007
-2.21845,25.13289,-35.1632135943,3.46961,4912.00999952853
-2.22138,25.13289,-27.4790758438,3.41551,4912.99400143325
-2.22358,25.02773,-27.4554950079,3.43219,4914.00699131191
-2.22586,25.02773,-28.6963990845,3.42545,4915.00699594617
-2.22827,25.13289,-8.2760587776,3.42528,4915.99599681795
-2.22893,25.13289,-21.4964006754,3.47214,4917.00599938631
-2.23066,25.13289,-20.9428681278,3.44382,4918.00900138915
-2.23211,25.13289,-17.3912344138,3.45293,4919.00399699807
-2.23334,25.13289,-15.438324609,3.45798,4920.00200003386
-2.23386,25.13289,-6.4776522626,3.48377,4921.00199460983
-2.2342,25.13289,-8.4498797952,3.48984,4922.00499661267
-2.2349,25.13289,-8.3930686342,3.48107,4923.00699278712
-2.23541,25.13289,-1.907755503,3.49035,4924.00699742138
-2.23556,25.13289,0,3.50096,4925.00299885869
-2.23542,25.13289,-0.0179553647,3.51377,4926.00199766457
-2.2359,25.13289,0,3.49237,4927.00199224055
-2.23575,25.13289,2.1822612585,3.51609,4927.99599207938
-2.23558,25.13289,-0.0179717678,3.51698,4929.00700047612
-2.23604,25.13289,-5.030581798,3.49844,4929.99999448657
-2.23618,25.13289,-1.6846188246,3.50838,4931.00299648941
-2.2366,25.13289,0,3.49793,4932.00800009072
-2.23589,25.13289,4.0400755692,3.53868,4933.0079946667
-2.23557,25.13289,0,3.52822,4933.99499394
-2.23597,25.13289,-5.5194531576,3.50248,4935.01600027084
-2.23651,25.13289,-7.0211056242,3.49742,4936.00599691272
-2.23707,25.13289,-7.0194193158,3.49658,4937.0039999485
-2.23763,25.13289,-3.8405273592,3.49692,4938.00000138581
-2.23772,25.13289,-4.9588443931,3.51091,4939.00299333036
-2.23811,25.13289,-5.1522082824,3.50214,4940.00399373472
-2.23864,25.13289,-5.9434221016,3.49928,4940.99999517202
-2.2389,25.13289,0,3.50771,4942.00499877334
-2.23885,25.13289,3.9844489756,3.52148,4943.00399757922
-2.23842,25.13289,2.7969153432,3.53244,4944.0029963851
-2.23824,25.13289,5.3692954225,3.52721,4944.99699622393
-2.23781,25.13289,14.7225016315,3.53851,4945.99899239838
-2.23648,25.13289,18.0204569443,3.57239,4946.99999280274
-2.23489,25.13289,20.2867613949,3.58267,4947.99799583852
-2.2335,25.13289,16.9494814272,3.57744,4949.00199361145
-2.23237,25.13289,13.4604339311,3.57053,4950.00399984419
-2.23149,25.13289,0,3.56548,4951.01299658418
-2.23181,25.02773,-15.3249999824,3.51917,4952.00699642301
-2.23306,25.02773,-15.4980685548,3.48933,4953.00700105727
-2.23425,25.02773,-11.4147191057,3.48883,4954.00599986315
-2.23515,25.02773,-11.6643702618,3.49422,4955.00499866903
-2.23618,25.02773,-13.1414781696,3.48832,4956.00399747491
-2.23725,25.02773,-13.49570112,3.48546,4956.99399411678
-2.23835,25.02773,-17.38521337,3.48175,4958.00199508667
-2.23975,25.02773,-18.380028294,3.4681,4959.00099389255
-2.24145,25.02773,-21.6511463922,3.45579,4960.00099852681
-2.24324,25.02773,-16.7336860306,3.45191,4960.99699996412
-2.24454,25.02773,-5.8976143657,3.47231,4961.99899613857
-2.24501,25.02773,-6.7532895015,3.49287,4963.00099231303
-2.24574,25.02773,-9.4541011224,3.48546,4963.99799957871
-2.2465,25.02773,-9.5421888576,3.48512,4964.99799415469
-2.24727,25.02773,-14.688252936,3.48327,4965.99699296057
-2.24861,25.02773,-13.082275775,3.46321,4966.99499599636
-2.24957,25.02773,-18.3667639834,3.47062,4968.0070001632
-2.25114,25.02773,-10.4159528173,3.45899,4969.00599896908
-2.25184,25.02773,-8.5475302416,3.48242,4970.00599354506
-2.25252,25.02773,-8.583539573,3.48259,4971.00499235094
-2.25321,25.02773,-8.371691118,3.48327,4971.99499905109
-2.25361,25.02773,0,3.49389,4973.00399579108
-2.25293,25.02773,5.4141245618,3.53294,4974.00799356401
-2.25261,25.02773,3.8150135202,3.52283,4975.00399500132
-2.25242,25.02773,12.895212493,3.5257,4976.0029938072
-2.25141,25.02773,7.921584426,3.54862,4977.00000107288
-2.25088,25.02773,2.8079327201,3.53497,4977.99899987876
-2.2507,25.02773,0,3.52603,4979.01599295437
-2.25142,25.02773,-10.2082493124,3.49068,4980.00100068748
-2.25224,25.02773,-10.6793637785,3.48731,4980.99899366498
-2.2532,24.92257,-11.3876107821,3.48327,4981.99699670076
-2.25394,24.92257,-8.9562109062,3.48917,4983.00699926913
-2.25507,24.92257,-15.174933396,3.47046,4984.00499224663
-2.25651,24.92257,-17.9049610803,3.46017,4985.00499688089
-2.25786,24.92257,-13.173920712,3.46405,4986.00899465382
-2.25881,24.92257,-17.4817020915,3.47265,4986.99599392712
-2.26021,24.92257,-17.611265583,3.4563,4988.00299912691
-2.26165,24.92257,-10.5610102839,3.45731,4989.00099210441
-2.26249,24.92257,-4.830110217,3.47635,4990.00000096858
-2.26287,24.92257,-4.8225911168,3.49018,4991.00100137293
-2.26326,24.92257,-4.797244179,3.49119,4992.00700074434
-2.26364,24.92257,0.0178448865,3.49215,4992.99999475479
-2.26359,24.92257,0.6720556948,3.50833,4993.99899356067
-2.26354,24.92257,0,3.50985,4994.99499499798
-2.26386,24.92257,-4.687437766,3.49574,4995.99999859929
-2.26436,24.92257,0,3.49068,4996.99699580669
-2.2643,24.92257,0.7443032497,3.51103,4997.99499884248
-2.26424,24.92257,0.977985792,3.51288,4998.99599924684
-2.26396,24.92257,-0.017998442,3.5222,5000.00299438834
-2.26494,24.92257,-13.2307697895,3.47433,5001.00599639118
-2.26615,24.92257,-11.7868817025,3.46725,5001.99999623001
-2.26707,24.92257,-11.290164784,3.47518,5002.99799926579
-2.26789,24.92257,-6.7798682685,3.47905,5003.99599224329
-2.2681,24.92257,-2.6809927962,3.49894,5005.00499904156
-2.26889,24.92257,-6.622181644,3.48023,5006.00399784744
-2.2694,24.92257,-6.3613701184,3.48832,5007.00399242342
-2.26991,24.92257,-0.8203598262,3.49119,5008.0019954592
-2.26997,24.92257,-0.8502930576,3.50434,5008.99999849498
-2.27004,24.92257,0,3.50552,5010.00599786639
-2.26988,24.92257,0,3.51558,5010.99999770522
-2.26993,24.92257,-3.8331632695,3.50653,5011.9999922812
-2.27025,24.92257,-4.4936072496,3.49776,5012.99900114536
-2.27071,24.92257,-5.880133747,3.49355,5014.00699205697
-2.27118,24.92257,-5.123698145,3.4949,5015.00600092113
-2.27139,24.81741,-2.406612481,3.50282,5015.9969933331
-2.2717,24.81741,-4.234939784,3.4981,5016.99699796736
-2.27215,24.81741,-5.7819999275,3.49355,5018.00599470735
-2.27221,24.81741,-0.6720001424,3.50804,5019.00599934161
-2.27226,24.81741,-5.6061787496,3.50636,5020.00699974597
-2.27271,24.81741,-10.6722315468,3.49372,5020.99600061774
-2.27356,24.81741,-3.9585937501,3.48293,5022.00599312782
-2.27388,24.81741,-3.9756423001,3.49793,5022.99999296665
-2.27393,24.81741,0,3.50788,5023.99700023234
-2.27329,24.81741,8.5953502544,3.53497,5025.00699274242
-2.27248,24.81741,11.0353787586,3.54441,5026.01699531078
-2.2715,24.81741,6.492318525,3.55014,5027.00399458408
-2.27124,24.81741,0,3.52789,5027.99499705434
-2.2716,24.81741,-4.5839111415,3.50535,5028.99799905717
-2.27207,24.81741,-11.9750521712,3.49894,5029.99799363315
-2.27348,24.92257,-17.6196239791,3.46489,5031.00700043142
-2.27485,24.92257,-16.975848602,3.46354,5031.99999444187
-2.27601,24.92257,-9.223775,3.47248,5032.99999907613
-2.27668,24.92257,-8.3218985746,3.48478,5033.99699628353
-2.27735,24.92257,-12.0287366359,3.48343,5034.99799668789
-2.27841,24.92257,-13.1950656144,3.46961,5036.00199446082
-2.27913,24.92257,-8.3073825584,3.48242,5037.0009932667
-2.27971,24.92257,-7.1220832101,3.48563,5038.00599686801
-2.28028,24.92257,-7.4852725922,3.48478,5039.00299407542
-2.28098,24.92257,-0.5964028248,3.48529,5040.0019928813
-2.28102,24.92257,-0.9841650405,3.50299,5041.00699648261
-2.28119,24.92257,-5.086407336,3.49995,5041.99399575591
-2.28162,24.92257,-5.4222104841,3.49169,5043.00599992275
-2.28205,24.92257,-0.5265183945,3.49405,5044.0089918673
-2.28209,24.92257,-0.6983019596,3.50518,5044.99600119889
-2.28225,24.92257,-2.075098249,3.50198,5045.99599577487
-2.28241,24.92257,-4.8556121631,3.50113,5047.00199514627
-2.28282,24.92257,-5.8954196475,3.49203,5048.00499714911
-2.28348,24.92257,-13.4698263115,3.48107,5049.00199435651
-2.28455,24.92257,-5.419509251,3.47282,5050.0099953264
-2.28499,24.92257,0,3.49001,5051.00799836218
-2.28493,25.02773,-0.0089459355,3.50821,5051.99900083244
-2.28536,25.02773,0.0178569461,3.49451,5053.00500020385
-2.2852,25.02773,0,3.51373,5053.99499684572
-2.28613,24.92257,-15.149018907,3.47265,5055.00700101256
-2.28735,24.92257,-15.025302682,3.46253,5055.99799342453
-2.28846,24.92257,0,3.46371,5056.99699223042
-2.2883,24.92257,10.726546248,3.5144,5058.00699479878
-2.28746,24.92257,21.894284709,3.54222,5059.00599360466
-2.28575,24.92257,21.8595344713,3.57053,5059.99999344349
-2.28425,24.92257,25.584075594,3.56851,5060.99899224937
-2.28192,24.92257,26.0160258186,3.60054,5061.99699528515
-2.27993,24.92257,25.5278619404,3.59396,5062.99999728799
-2.27838,24.92257,20.1687737268,3.58284,5064.0059966594
-2.27723,24.92257,8.6529420215,3.56615,5065.00399969518
-2.27656,24.92257,3.4461091584,3.55064,5066.00699163973
-2.27633,24.92257,0,3.538,5066.99799410999
-2.2764,24.92257,-0.99974007,3.52642,5067.99699291587
-2.27648,24.92257,-1.0354334928,3.52524,5069.00599971414
-2.27657,24.92257,-1.3320013972,3.52372,5070.00599429011
-2.27676,24.92257,-9.428637282,3.5158,5071.00499309599
-2.27751,24.92257,-14.962312502,3.49742,5071.99599556625
-2.27887,24.92257,-16.9754721501,3.47433,5073.00199493766
-2.28081,24.92257,-32.20786614,3.4445,5074.0149948746
-2.28343,24.92257,-28.2899160022,3.42073,5075.00299997628
-2.28571,24.92257,-16.7553578682,3.43287,5076.00400038064
-2.28706,24.92257,-21.7595172564,3.45478,5077.00500078499
-2.28882,24.92257,-21.7283804166,3.44146,5077.99499742687
-2.29038,24.92257,-19.0519071615,3.44703,5078.9989951998
-2.29177,24.92257,-17.6913966255,3.44955,5079.99799400568
-2.29334,24.92257,-28.606274055,3.43775,5081.00299760699
-2.29567,24.92257,-33.853735341,3.40826,5082.00199641287
-2.29859,24.92257,-27.5121566304,3.39056,5082.99999944866
-2.30083,24.92257,-27.3744922712,3.40792,5083.99799242616
-2.30223,24.92257,-14.3523299454,3.43691,5084.99899283051
-2.30322,24.81741,-8.7564932839,3.45259,5085.9960000962
-2.30389,24.81741,-7.9104495504,3.46439,5087.00599260628
-2.30443,24.92257,-6.5225271418,3.46978,5087.99599930644
-2.30495,24.92257,0,3.47079,5088.99900130928
-2.30441,24.92257,0,3.51154,5090.00999964774
-2.30463,24.92257,-2.4579569733,3.48681,5090.99599309266
-2.30471,25.02773,0,3.49237,5092.00099669397
-2.30465,25.02773,0,3.49822,5093.00899766386
-2.3047,25.02773,0,3.49506,5093.99500116706
-2.30454,25.02773,-0.0179088637,3.50467,5095.00100053847
-2.30459,25.02773,0.0178741668,3.49788,5096.00799567997
-2.30442,25.02773,2.3108541072,3.50682,5096.99600078166
-2.30348,25.02773,21.8473350429,3.53901,5098.00599329174
-2.30177,25.02773,2.1896111988,3.55722,5099.01000112295
-2.3016,25.02773,0,3.51524,5100.0029951334
-2.30192,25.02773,-5.4694453308,3.49338,5100.9999923408
-2.30259,25.02773,-11.5955066374,3.48158,5102.00099274516
-2.30378,25.02773,-14.8307431213,3.46253,5103.00599634647
-2.30478,25.02773,-1.7917320226,3.47282,5104.00299355388
-2.30493,25.02773,-2.570778542,3.4949,5105.00000081956
-2.30529,25.02773,-5.2558308362,3.48782,5106.00100122392
-2.30591,25.02773,-0.5513351125,3.48175,5107.00899213552
-2.30594,25.02773,-4.799903811,3.49962,5108.00899676979
-2.30632,25.02773,-4.77640611,3.489,5109.00599397719
-2.3067,25.02773,-17.0239146426,3.48242,5110.00399701297
-2.30807,25.02773,-12.8632178822,3.45427,5111.00399158895
-2.3091,25.02773,-12.856136389,3.46186,5112.00099885464
-2.31027,25.02773,-10.5292690503,3.45849,5113.00099343061
-2.31097,25.02773,-9.005670177,3.47046,5114.00099806488
-2.31179,25.02773,-10.7793858528,3.46506,5115.00299423933
-2.31276,25.02773,-8.4203471296,3.46304,5116.00500047207
-2.31334,25.02773,-4.4732413726,3.47501,5116.9990003109
-2.31366,25.02773,0,3.4836,5118.00000071526
-2.3135,25.13289,7.716695184,3.50496,5118.99999529123
-2.31288,25.13289,1.8409895631,3.51609,5119.99999992549
-2.3128,25.13289,1.1274255696,3.50328,5121.01599723101
-2.31263,25.13289,-0.017921792,3.5072,5122.00099490583
-2.31266,25.13289,0,3.50046,5122.99499474466
-2.3126,25.13289,1.190808159,3.50547,5124.00499731302
-2.31244,25.13289,1.935604365,3.5085,5125.00699348748
-2.31236,25.13289,7.4979806696,3.51154,5126.00699812174
-2.31164,25.13289,9.3349211226,3.53126,5126.99999213219
-2.3094,25.13289,28.4393725434,3.58722,5127.99999676645
-2.30731,25.13289,21.2066355099,3.58503,5128.99999134243
-2.30565,25.13289,15.542708282,3.57542,5129.99699860811
-2.30445,25.13289,9.7130055204,3.56076,5131.0059953481
-2.30369,25.13289,3.9039810726,3.54643,5131.99999518692
-2.30339,25.13289,0,3.53294,5133.00200141966
-2.30344,25.13289,-0.8269345666,3.51917,5134.00499336421
-2.30352,25.13289,-1.0331042932,3.51731,5135.0020006299
-2.30361,25.13289,-1.0329075008,3.51664,5136.00499257445
-2.30369,25.13289,-1.0327107084,3.51597,5136.99700087309
-2.30377,25.13289,-1.0326108436,3.51563,5138.00699338317
-2.30385,25.13289,-1.0414246024,3.51512,5138.99700008333
-2.30393,25.13289,-1.0413268333,3.51479,5139.99999202788
-2.30401,25.13289,-1.0412764674,3.51462,5140.99699929357
-2.3041,25.13289,-1.0411757356,3.51428,5142.00799763203
-2.30418,25.13289,-1.0321643892,3.51411,5143.00600066781
-2.30426,25.13289,-1.0321144568,3.51394,5144.00499947369
-2.30434,25.13289,-1.0410750038,3.51394,5144.99499611557
-2.30443,25.13289,-1.0320645244,3.51377,5146.00299708545
-2.30451,25.13289,-1.0320175292,3.51361,5147.00499325991
-2.30459,25.13289,-1.0320175292,3.51361,5148.00399206579
-2.30467,25.13289,-1.0409268688,3.51344,5148.998997733
-2.30475,25.13289,-1.0409268688,3.51344,5149.99899230897
-2.30484,25.13289,-1.0408765029,3.51327,5150.99599957466
-2.30492,25.02773,-1.0408765029,3.51327,5151.99599415064
-2.305,25.02773,-1.0408765029,3.51327,5152.99800038338
-2.30508,25.02773,-1.040826137,3.5131,5153.99499759078
-2.30516,25.02773,-1.040826137,3.5131,5154.99699376523
-2.30525,25.02773,-1.040826137,3.5131,5156.0079921037
-2.30533,25.02773,-1.040826137,3.5131,5157.00599513948
-2.30541,25.02773,-1.040826137,3.5131,5157.99899920821
-2.30549,25.02773,-1.040826137,3.5131,5158.99999961257
-2.30557,25.02773,-1.0318177996,3.51293,5159.99799259007
-2.30566,25.02773,-1.0318177996,3.51293,5160.99700145423
-2.30574,25.02773,-1.0318177996,3.51293,5161.99499443173
-2.30582,25.02773,-1.148339192,3.5126,5163.0049970001
-2.30594,25.02773,-6.1763175621,3.50973,5164.00799900293
-2.30644,25.02773,-13.981231329,3.49557,5164.99999724329
-2.30755,25.02773,-18.9087647936,3.47248,5165.99599868059
-2.30929,25.13289,-29.214777877,3.44635,5166.99900068343
-2.31166,25.13289,-34.9496097721,3.41753,5168.00500005484
-2.3145,25.02773,-21.2041358554,3.40387,5169.00499463081
-2.31622,25.02773,-21.316328502,3.43455,5169.99699287117
-2.31809,25.02773,-27.6445754473,3.42629,5170.99599167705
-2.32045,25.02773,-22.4655551285,3.40927,5172.00599424541
-2.32227,25.02773,-22.4330988668,3.42292,5173.00299145281
-2.32394,25.02773,-19.91261184,3.42848,5174.00299608707
-2.32541,25.02773,-18.2431993416,3.43236,5175.00099912286
-2.32693,24.92257,-19.1945509888,3.42848,5176.00299529731
-2.32864,24.92257,-11.1920376816,3.42612,5177.00500153005
-2.32954,24.92257,-15.2360097834,3.44618,5178.00099290907
-2.33089,24.92257,-16.774512204,3.4332,5178.9949927479
-2.33214,24.92257,-15.229397799,3.43674,5179.99599315226
-2.33327,25.02773,-1.0827776635,3.44669,5181.0079973191
-2.33334,24.92257,0.00887145,3.479,5182.01399669051
-2.33317,24.92257,2.3358597834,3.49063,5183.00199173391
-2.33299,24.92257,-0.0089034015,3.49153,5184.00499373674
-2.33348,24.92257,0,3.47012,5184.9950004369
-2.33305,24.92257,8.5569451158,3.50446,5185.99899820983
-2.3314,24.92257,21.2813092175,3.55165,5186.99499964714
-2.32967,24.92257,8.5743068068,3.55621,5188.01500014961
-2.329,24.92257,8.0642726016,3.52384,5189.00599256158
-2.32845,24.92257,25.0638275052,3.53244,5190.00499136746
-2.3265,24.92257,25.0214207374,3.57407,5191.0069976002
-2.32455,24.92257,24.9333494652,3.57846,5191.99499264359
-2.32311,24.92257,5.7656989929,3.56059,5192.99999624491
-2.32266,24.92257,4.6134570319,3.52789,5193.99699345231
-2.32256,24.92257,0.9610488811,3.51659,5195.00600025058
-2.32245,24.92257,1.2575230408,3.51676,5196.00499905646
-2.32239,24.92257,0.66428586,3.51474,5197.00199626386
-2.32238,24.92257,0.1256205888,3.51288,5198.00299666822
-2.32237,24.92257,0,3.51238,5199.000999704
-2.32247,24.92257,-1.4692032798,3.50754,5199.99799691141
-2.32271,24.92257,-3.2022167304,3.50214,5201.00099891424
-2.32297,24.92257,-2.72843192,3.50248,5202.0019993186
-2.32302,24.92257,-0.66305169,3.50821,5202.9999922961
-2.32313,24.92257,0,3.50585,5204.00699749589
-2.32306,24.92257,1.373161842,3.5139,5205.00699207187
-2.32287,24.92257,3.0469948608,3.51912,5206.00499510765
-2.32247,24.92257,0.7022883518,3.52519,5207.00000077486
-2.32242,24.92257,0.816816848,3.5144,5208.00299271941
-2.32228,24.92257,1.5179360735,3.51659,5209.00700055063
-2.32223,24.92257,0,3.5139,5210.01099832356
-2.32228,24.92257,-0.762036197,3.51007,5210.99899336696
-2.32236,24.92257,-1.0844399024,3.50906,5211.99799217284
-2.32246,24.92257,-1.209689424,3.50838,5213.00200000405
-2.32261,24.92257,-2.631408906,3.50434,5214.00199458003
-2.32297,24.92257,-12.9381178765,3.49355,5214.99899178743
-2.32403,24.92257,-16.7382053956,3.47113,5216.00500121713
-2.32555,24.92257,-19.5444863982,3.45006,5217.00799316168
-2.32742,24.92257,-13.500668524,3.4391,5218.00999939442
-2.32851,24.92257,-7.623584201,3.4627,5219.00299340487
-2.32911,24.92257,-17.1329952445,3.47029,5220.00000067055
-2.33056,24.92257,-23.232064656,3.44416,5220.99799364805
-2.33277,24.92257,-27.1549584992,3.41534,5221.99799828231
-2.33505,24.92257,-18.5778271356,3.41331,5223.00800085068
-2.33649,24.92257,-7.1288891331,3.44163,5224.00599382818
-2.33706,24.92257,-6.8546385754,3.46742,5225.00699423254
-2.33754,24.92257,-5.7989233068,3.47164,5226.00199989974
-2.338,24.92257,-5.8355294629,3.47231,5226.99299231172
-2.33868,24.92257,-8.714787709,3.46405,5227.99899168313
-2.34,24.92257,-13.21238184,3.4418,5228.99699471891
-2.34099,24.81741,-17.1820736483,3.44989,5229.99499775469
-2.34239,24.71226,-17.1968300846,3.43523,5230.99899552763
-2.34372,24.71226,-16.2970738458,3.43607,5232.00499489903
-2.34482,24.71226,-5.2267707621,3.44517,5232.99699313939
-2.34513,24.81741,-3.7772831856,3.47164,5234.01300050318
-2.34544,24.81741,-3.9910601632,3.47248,5234.99999977648
-2.3461,24.81741,-11.5456642254,3.45866,5235.99699698389
-2.34706,24.81741,-12.1108241698,3.44854,5237.0020005852
-2.34805,24.81741,-11.7573961191,3.44821,5238.00699412823
-2.34881,24.81741,-12.6502624864,3.45394,5239.00599293411
-2.34983,24.81741,-12.6521027274,3.44483,5240.00499173999
-2.35058,24.81741,-9.7710691068,3.45276,5241.00400060415
-2.35147,24.81741,-10.3895740921,3.45023,5242.00299941003
-2.35211,24.81741,-7.3764870612,3.45882,5243.00599135458
-2.35261,24.81741,-6.0413620524,3.46321,5244.00199279189
-2.35309,24.81741,-5.724904475,3.46439,5244.99900005758
-2.35344,24.81741,-4.2441438651,3.46911,5246.00199200213
-2.35378,24.81741,-4.651273693,3.46877,5247.00499400496
-2.35425,24.81741,-5.956091634,3.46506,5247.99899384379
-2.35431,24.81741,-1.2086599616,3.47956,5249.00699481368
-2.35462,24.81741,0,3.4718,5250.00099465251
-2.35457,24.81741,1.1312176691,3.48743,5250.99899768829
-2.35439,24.81741,7.9540737868,3.49519,5251.99899226427
-2.35376,24.81741,8.0337899148,3.51052,5252.99599952996
-2.35293,24.81741,21.40061148,3.5235,5253.99599410594
-2.35126,24.81741,14.9705487957,3.55233,5254.9959987402
-2.35016,24.71226,23.268364019,3.54205,5256.00699707866
-2.34834,24.71226,15.8926502292,3.56379,5256.99899531901
-2.34745,24.71226,11.688698983,3.53665,5257.99400098622
-2.34634,24.71226,14.3535056293,3.54559,5259.00499932468
-2.34474,24.71226,15.5998932375,3.56345,5260.00399813056
-2.34356,24.71226,10.915121919,3.54946,5261.00399270654
-2.34281,24.71226,3.522687728,3.53648,5261.99199780822
-2.34254,24.71226,0,3.52165,5263.00200037658
-2.3426,24.71226,-0.887093883,3.50838,5264.00300078094
-2.34268,24.71226,-1.038930009,3.5067,5264.99999798834
-2.34276,24.71226,-1.0387285454,3.50602,5265.99899679422
-2.34284,24.71226,-1.0385300445,3.50535,5267.00099296868
-2.34293,24.71226,-1.0383789468,3.50484,5267.99899600446
-2.34301,24.71226,-1.02934174,3.5045,5268.99599321187
-2.34309,24.71226,-1.0381804459,3.50417,5270.00099681318
-2.34317,24.81741,-1.0291449476,3.50383,5271.00600041449
-2.34325,24.81741,-1.0379789823,3.50349,5272.00499922037
-2.34334,24.81741,-1.0379286164,3.50332,5273.00599962473
-2.34342,24.81741,-1.0378812132,3.50316,5273.99799786508
-2.3435,24.81741,-1.0378308473,3.50299,5275.00099986792
-2.34358,24.81741,-1.0288482904,3.50282,5276.00099444389
-2.34366,24.81741,-1.028798358,3.50265,5277.00099907815
-2.34375,24.81741,-1.028798358,3.50265,5278.00699844956
-2.34383,24.81741,-1.1896419366,3.50214,5278.99899668992
-2.34403,24.81741,-6.983719234,3.49658,5279.9969997257
-2.34479,24.81741,-14.432248781,3.47518,5280.99599853158
-2.34617,24.81741,-21.1611531301,3.45073,5281.99599310756
-2.34818,24.81741,-31.7806510328,3.42124,5282.9979993403
-2.35084,24.81741,-39.0203921492,3.39427,5284.00399871171
-2.35418,24.81741,-37.092690693,3.36645,5285.00399328768
-2.35722,24.81741,-34.0363605952,3.37202,5286.00199632347
-2.3599,24.81741,-12.5907218235,3.39039,5287.00099512935
-2.36092,24.81741,0.0176200976,3.44816,5288.00800032914
